Data_wypozycz	Data_zwrotu	ID_sprzetu	Transport_km	Nr_dowodu_osoby
2014-05-21	2014-05-25	131	0	HXF670422
2014-05-21	2014-05-25	3	0	XKG949803
2014-05-21	2014-05-22	29	0	CMX358731
2014-05-22	2014-05-25	67	11	MCG642770
2014-05-22	2014-05-27	68	18	IFZ653389
2014-05-22	2014-05-27	35	0	DMH629443
2014-05-22	2014-05-26	47	0	GFM532678
2014-05-22	2014-05-26	122	0	MCF072446
2014-05-22	2014-05-25	79	0	XKG139736
2014-05-22	2014-05-25	53	0	CXF628170
2014-05-22	2014-05-25	94	0	XFJ533723
2014-05-23	2014-05-28	17	0	XFH745786
2014-05-23	2014-05-28	148	0	EJE512942
2014-05-23	2014-05-26	76	0	IGZ738779
2014-05-23	2014-05-26	116	0	FMZ958134
2014-05-23	2014-05-26	114	0	EBS334225
2014-05-23	2014-05-26	37	0	KZM554111
2014-05-23	2014-05-25	48	0	FRG446943
2014-05-23	2014-05-25	119	0	FKC650949
2014-05-26	2014-06-02	99	6	FBH423677
2014-05-26	2014-06-01	86	0	HFX550735
2014-05-26	2014-05-29	16	0	KBF521033
2014-05-26	2014-05-29	124	0	IMM039992
2014-05-26	2014-05-29	13	0	XEF351928
2014-05-26	2014-05-28	52	0	JHM775250
2014-05-26	2014-05-28	115	0	XXX429114
2014-05-26	2014-05-27	15	0	CFZ241906
2014-05-27	2014-06-01	21	5	XFM726744
2014-05-27	2014-06-02	23	12	ZPC169756
2014-05-27	2014-06-02	121	0	MDF385086
2014-05-27	2014-06-02	9	0	WJG752173
2014-05-27	2014-06-01	64	0	MWN915226
2014-05-27	2014-05-29	144	0	GMZ645424
2014-05-27	2014-05-29	62	0	IXH965169
2014-05-27	2014-05-28	85	0	CAB714355
2014-05-28	2014-06-02	65	0	MAJ008067
2014-05-28	2014-06-02	63	0	MHL063414
2014-05-28	2014-06-02	32	0	ZZK651877
2014-05-28	2014-06-02	106	0	ZFH324767
2014-05-28	2014-06-02	50	0	WFK961038
2014-05-28	2014-06-01	128	0	XFM936875
2014-05-28	2014-05-29	61	0	ZFB543700
2014-05-28	2014-05-29	134	0	KCE368021
2014-05-29	2014-06-02	97	15	MUX770971
2014-05-29	2014-06-03	137	0	IZZ155599
2014-05-29	2014-06-03	45	0	XCZ277424
2014-05-29	2014-06-02	117	0	GXI309043
2014-05-29	2014-06-02	125	0	JFG927516
2014-05-29	2014-06-02	101	0	LMX840178
2014-05-29	2014-06-01	10	0	KII713265
2014-05-29	2014-06-01	139	0	GCU335081
2014-05-29	2014-06-01	146	0	FHW793962
2014-05-29	2014-06-01	118	0	WFH500726
2014-05-29	2014-06-01	84	0	XFF457168
2014-05-29	2014-06-01	136	0	KXX666880
2014-05-30	2014-06-04	88	0	GYH854103
2014-05-30	2014-06-04	43	0	ZMX710116
2014-05-30	2014-06-03	107	0	XGX615222
2014-05-30	2014-06-02	140	0	UFZ139137
2014-05-30	2014-06-02	28	0	KMB196285
2014-05-30	2014-06-02	4	0	GUZ058053
2014-05-30	2014-06-02	104	0	BXC426798
2014-05-30	2014-06-01	113	0	ZFF801206
2014-06-02	2014-06-08	99	17	SFU202924
2014-06-02	2014-06-09	100	0	GMS283454
2014-06-02	2014-06-08	82	0	MFC268278
2014-06-02	2014-06-05	19	0	JAG515503
2014-06-02	2014-06-04	147	0	HGM521944
2014-06-02	2014-06-04	105	0	KWH097285
2014-06-02	2014-06-04	57	0	MXM430534
2014-06-02	2014-06-04	12	0	GDB627368
2014-06-02	2014-06-04	5	0	XCM221747
2014-06-03	2014-06-09	132	0	EOX488579
2014-06-03	2014-06-08	151	0	GXF649902
2014-06-03	2014-06-08	103	0	JSF656672
2014-06-03	2014-06-08	120	0	XFG453121
2014-06-03	2014-06-08	138	0	HAX118718
2014-06-03	2014-06-08	66	0	MMC332950
2014-06-03	2014-06-08	109	0	OFJ533296
2014-06-03	2014-06-05	14	0	IXI998036
2014-06-03	2014-06-05	111	0	FZG515777
2014-06-03	2014-06-04	95	0	FFK165824
2014-06-03	2014-06-04	36	0	DFF525810
2014-06-04	2014-06-09	33	0	ZHB692941
2014-06-04	2014-06-09	6	0	EFX601939
2014-06-04	2014-06-08	27	0	MIG908959
2014-06-04	2014-06-08	135	0	XMJ975335
2014-06-04	2014-06-08	11	0	XIZ903376
2014-06-04	2014-06-08	20	0	YHJ725413
2014-06-04	2014-06-05	73	0	BFB943335
2014-06-04	2014-06-05	80	0	GXX297536
2014-06-05	2014-06-10	18	6	SSY457972
2014-06-05	2014-06-09	39	11	HHG709215
2014-06-05	2014-06-09	91	0	CMX733684
2014-06-05	2014-06-09	69	0	BWX659420
2014-06-05	2014-06-09	123	0	MGB203376
2014-06-05	2014-06-09	54	0	XAH790297
2014-06-05	2014-06-09	75	0	KOF299175
2014-06-05	2014-06-08	58	0	CZH267104
2014-06-05	2014-06-08	129	0	SFC089422
2014-06-06	2014-06-09	98	15	PAF614582
2014-06-06	2014-06-10	100	0	XKM426852
2014-06-06	2014-06-10	34	0	GBI191196
2014-06-06	2014-06-10	149	0	RXZ257182
2014-06-06	2014-06-10	81	0	WYC153678
2014-06-06	2014-06-09	40	0	EZM357783
2014-06-06	2014-06-09	49	0	NMF045924
2014-06-06	2014-06-08	102	0	JXI232533
2014-06-06	2014-06-08	30	0	ZSS660777
2014-06-06	2014-06-08	145	0	BGH794033
2014-06-09	2014-06-16	90	0	GSE590989
2014-06-09	2014-06-16	143	0	DSZ722412
2014-06-09	2014-06-16	74	0	MIN023987
2014-06-09	2014-06-15	93	0	XGD197946
2014-06-09	2014-06-15	44	0	CXM943984
2014-06-09	2014-06-12	126	0	KHM823912
2014-06-09	2014-06-12	108	0	WWB927001
2014-06-09	2014-06-12	56	0	XXF501951
2014-06-09	2014-06-11	26	0	ZDX750119
2014-06-09	2014-06-11	2	0	CXM621444
2014-06-10	2014-06-16	77	0	FCZ177751
2014-06-10	2014-06-15	112	0	SXF822718
2014-06-10	2014-06-15	51	0	CJM814507
2014-06-10	2014-06-15	59	0	GBC440357
2014-06-10	2014-06-15	60	0	XMF200756
2014-06-10	2014-06-12	130	0	FCG280494
2014-06-10	2014-06-12	1	0	HCG932591
2014-06-10	2014-06-11	25	0	ZZG363253
2014-06-10	2014-06-11	41	0	ZCU591866
2014-06-10	2014-06-11	96	0	DOG606416
2014-06-11	2014-06-15	24	12	GGK812429
2014-06-11	2014-06-16	55	0	EXF408095
2014-06-11	2014-06-16	142	0	MZM631247
2014-06-11	2014-06-16	31	0	PCX125279
2014-06-11	2014-06-16	38	0	GEC632241
2014-06-11	2014-06-15	19	0	EZY716717
2014-06-11	2014-06-15	77	0	SXM371455
2014-06-11	2014-06-15	110	0	CCW786650
2014-06-11	2014-06-15	61	0	RGG440609
2014-06-11	2014-06-15	114	0	FMX535991
2014-06-11	2014-06-15	96	0	EMH624151
2014-06-11	2014-06-12	45	0	DXC872889
2014-06-11	2014-06-12	95	0	GMM099561
2014-06-12	2014-06-17	2	0	XKR568960
2014-06-12	2014-06-17	64	0	JJX864786
2014-06-12	2014-06-17	115	0	ZMI606140
2014-06-12	2014-06-17	92	0	HFO713665
2014-06-12	2014-06-17	134	0	HKB764849
2014-06-12	2014-06-16	82	0	MMG283247
2014-06-12	2014-06-16	78	0	BBI243973
2014-06-12	2014-06-16	70	0	XCM013278
2014-06-12	2014-06-16	65	0	XFO789754
2014-06-12	2014-06-16	113	0	GCG740636
2014-06-12	2014-06-16	62	0	XFB659342
2014-06-12	2014-06-15	119	0	EMI187886
2014-06-13	2014-06-18	18	6	FWC513080
2014-06-13	2014-06-18	67	14	GXK514865
2014-06-13	2014-06-18	101	0	MCC423508
2014-06-13	2014-06-18	58	0	XKF297462
2014-06-13	2014-06-18	10	0	BHC573618
2014-06-13	2014-06-18	90	0	XMX002145
2014-06-13	2014-06-17	13	0	FXW048244
2014-06-13	2014-06-17	148	0	CIF726473
2014-06-13	2014-06-16	8	0	CBJ301905
2014-06-13	2014-06-16	30	0	MCF236671
2014-06-13	2014-06-16	118	0	GFX424372
2014-06-13	2014-06-15	12	0	FGM536432
2014-06-16	2014-06-22	39	21	FMY148905
2014-06-16	2014-06-23	11	0	HBM009070
2014-06-16	2014-06-23	85	0	FKZ076654
2014-06-16	2014-06-22	9	0	XFZ237519
2014-06-16	2014-06-19	20	0	XBF895317
2014-06-16	2014-06-18	31	0	BFB499719
2014-06-16	2014-06-18	54	0	FGC445356
2014-06-16	2014-06-18	53	0	MFF721851
2014-06-16	2014-06-18	130	0	MMN485413
2014-06-16	2014-06-18	84	0	FIC399336
2014-06-16	2014-06-18	138	0	UDG909663
2014-06-16	2014-06-17	87	0	KGM663174
2014-06-17	2014-06-22	99	14	FGO974281
2014-06-17	2014-06-23	21	10	HIF184566
2014-06-17	2014-06-23	38	0	ZDG411031
2014-06-17	2014-06-22	25	0	WXX395494
2014-06-17	2014-06-22	122	0	MBC353114
2014-06-17	2014-06-22	127	0	WHP761141
2014-06-17	2014-06-22	44	0	IYX023714
2014-06-17	2014-06-19	121	0	JWG946006
2014-06-17	2014-06-19	50	0	MKO525165
2014-06-17	2014-06-19	75	0	YHC294873
2014-06-17	2014-06-19	76	0	YFF125628
2014-06-17	2014-06-18	91	0	CXG197899
2014-06-18	2014-06-19	97	21	XMI624278
2014-06-18	2014-06-19	98	5	CXM356784
2014-06-18	2014-06-23	23	12	ZXF256664
2014-06-18	2014-06-23	49	0	GBS913114
2014-06-18	2014-06-23	60	0	ZBW857576
2014-06-18	2014-06-22	36	0	IBF658883
2014-06-18	2014-06-22	129	0	WXG399776
2014-06-18	2014-06-22	55	0	ZCB374468
2014-06-18	2014-06-22	93	0	KMF782983
2014-06-18	2014-06-19	117	0	FRF512959
2014-06-18	2014-06-19	27	0	ZID024668
2014-06-18	2014-06-19	120	0	CGX394241
2014-06-18	2014-06-19	147	0	GHG561948
2014-06-18	2014-06-19	47	0	MBE716052
2014-06-18	2014-06-19	126	0	KGF983672
2014-06-18	2014-06-19	59	0	XBY907756
2014-06-18	2014-06-19	33	0	BIM845598
2014-06-19	2014-06-24	108	0	GCA412344
2014-06-19	2014-06-24	17	0	MGG764027
2014-06-19	2014-06-24	128	0	KFE753019
2014-06-19	2014-06-23	15	0	MWF302680
2014-06-19	2014-06-23	46	0	XXH135936
2014-06-19	2014-06-22	66	0	GCB557376
2014-06-19	2014-06-22	81	0	ZEK826623
2014-06-19	2014-06-22	136	0	EDI815029
2014-06-19	2014-06-22	72	0	ZXE686215
2014-06-19	2014-06-22	83	0	KCP073225
2014-06-19	2014-06-22	140	0	ZXG387725
2014-06-19	2014-06-22	145	0	XFH008964
2014-06-19	2014-06-22	143	0	ZXJ040933
2014-06-19	2014-06-22	56	0	CAG577153
2014-06-19	2014-06-22	104	0	IBH470025
2014-06-19	2014-06-22	88	0	FMM810039
2014-06-20	2014-06-24	150	14	XDM683313
2014-06-20	2014-06-25	68	7	EDX349545
2014-06-20	2014-06-25	1	0	FEE025457
2014-06-20	2014-06-24	142	0	MHF122959
2014-06-20	2014-06-24	144	0	GCZ135163
2014-06-20	2014-06-23	135	0	MFK521140
2014-06-20	2014-06-23	3	0	XGF995009
2014-06-20	2014-06-23	28	0	HGS802238
2014-06-20	2014-06-23	125	0	GXM667712
2014-06-20	2014-06-23	79	0	IMC581141
2014-06-20	2014-06-23	132	0	CKX021909
2014-06-20	2014-06-23	123	0	NHD848328
2014-06-20	2014-06-22	111	0	BCX570044
2014-06-23	2014-06-26	133	14	BJI273060
2014-06-23	2014-06-29	32	0	CAX812567
2014-06-23	2014-06-29	4	0	IBJ190527
2014-06-23	2014-06-29	103	0	XFB745434
2014-06-23	2014-06-26	48	0	BMG845013
2014-06-23	2014-06-26	107	0	FXM916958
2014-06-23	2014-06-26	146	0	GFX420893
2014-06-23	2014-06-26	109	0	HPF322064
2014-06-23	2014-06-25	80	0	CXM751363
2014-06-23	2014-06-24	89	0	ZKE844852
2014-06-23	2014-06-24	7	0	CMX356320
2014-06-23	2014-06-24	74	0	JGC029666
2014-06-24	2014-06-30	57	0	JPU651745
2014-06-24	2014-06-29	5	0	GFF060404
2014-06-24	2014-06-29	41	0	MYC583163
2014-06-24	2014-06-29	124	0	XGM837371
2014-06-24	2014-06-29	139	0	ZBX904921
2014-06-24	2014-06-29	40	0	NCC459908
2014-06-24	2014-06-26	51	0	EFX612652
2014-06-24	2014-06-26	16	0	XXK499927
2014-06-24	2014-06-25	141	0	GKH942736
2014-06-24	2014-06-25	105	0	ZMI899416
2014-06-24	2014-06-25	69	0	UBW911949
2014-06-24	2014-06-25	43	0	XZF803659
2014-06-25	2014-06-30	35	0	FCQ729771
2014-06-25	2014-06-30	131	0	DWF636131
2014-06-25	2014-06-30	102	0	XFS165228
2014-06-25	2014-06-30	52	0	GAD208791
2014-06-25	2014-06-30	6	0	JUD235859
2014-06-25	2014-06-30	100	0	FGG846403
2014-06-25	2014-06-30	73	0	FBG121767
2014-06-25	2014-06-29	71	0	XFF527726
2014-06-25	2014-06-29	94	0	EMM612146
2014-06-25	2014-06-29	14	0	YJF828446
2014-06-25	2014-06-29	137	0	FGU386091
2014-06-26	2014-06-30	22	15	OXI967270
2014-06-26	2014-07-01	151	0	ECC950257
2014-06-26	2014-07-01	29	0	NZC605964
2014-06-26	2014-06-30	116	0	FBJ696095
2014-06-26	2014-06-30	63	0	GZX406921
2014-06-26	2014-06-30	149	0	XND738173
2014-06-26	2014-06-30	63	0	MXX640288
2014-06-26	2014-06-30	123	0	FXX853526
2014-06-26	2014-06-29	126	0	GAE857437
2014-06-26	2014-06-29	60	0	CAI833312
2014-06-26	2014-06-29	122	0	CYF068296
2014-06-27	2014-07-02	133	9	CZC045046
2014-06-27	2014-07-02	81	0	ZAM927788
2014-06-27	2014-07-01	112	0	FXG903491
2014-06-27	2014-07-01	77	0	CDE877502
2014-06-27	2014-06-30	86	0	DFI177973
2014-06-27	2014-06-30	65	0	DYZ268992
2014-06-27	2014-06-30	29	0	JLC873266
2014-06-27	2014-06-30	43	0	JID703578
2014-06-27	2014-06-29	15	0	GOG811660
2014-06-27	2014-06-29	121	0	YCL909401
2014-06-27	2014-06-29	2	0	XXF273885
2014-06-27	2014-06-29	31	0	FOD501587
2014-06-30	2014-07-02	18	18	XBH274767
2014-06-30	2014-07-07	140	0	UFB884628
2014-06-30	2014-07-06	103	0	XMG049831
2014-06-30	2014-07-06	93	0	DXF246535
2014-06-30	2014-07-03	125	0	MXX866325
2014-06-30	2014-07-03	74	0	CCG390086
2014-06-30	2014-07-03	85	0	HMA083734
2014-06-30	2014-07-02	89	0	KMM215428
2014-06-30	2014-07-01	71	0	CZE115552
2014-06-30	2014-07-01	80	0	BCA247136
2014-06-30	2014-07-01	76	0	FAO973048
2014-07-01	2014-07-07	91	0	MIM328924
2014-07-01	2014-07-07	69	0	FKU296987
2014-07-01	2014-07-06	113	0	JFM926319
2014-07-01	2014-07-06	51	0	HHX888762
2014-07-01	2014-07-06	106	0	GMM353737
2014-07-01	2014-07-06	48	0	MCD666366
2014-07-01	2014-07-06	37	0	XHH444946
2014-07-01	2014-07-06	120	0	UHM571103
2014-07-01	2014-07-06	117	0	XCB249704
2014-07-01	2014-07-03	25	0	FOM594649
2014-07-01	2014-07-03	127	0	GII780630
2014-07-02	2014-07-03	68	18	MSM269067
2014-07-02	2014-07-07	110	0	FXZ243231
2014-07-02	2014-07-07	32	0	CRX165013
2014-07-02	2014-07-07	149	0	ZHM612050
2014-07-02	2014-07-07	148	0	FHF863884
2014-07-02	2014-07-07	142	0	SZG827965
2014-07-02	2014-07-07	41	0	MSM179278
2014-07-02	2014-07-06	70	0	XES043060
2014-07-02	2014-07-06	9	0	MXG008858
2014-07-02	2014-07-06	72	0	GFM573051
2014-07-02	2014-07-06	55	0	IBG378153
2014-07-03	2014-07-06	67	7	IZW244221
2014-07-03	2014-07-07	90	0	MFM774290
2014-07-03	2014-07-07	83	0	KWX972614
2014-07-03	2014-07-07	57	0	FGH378192
2014-07-03	2014-07-07	116	0	XGO892585
2014-07-03	2014-07-06	35	0	CFD850476
2014-07-03	2014-07-06	3	0	FMG552467
2014-07-03	2014-07-06	146	0	WFJ198116
2014-07-03	2014-07-06	131	0	GGD857955
2014-07-03	2014-07-06	100	0	GMM962904
2014-07-03	2014-07-06	17	0	WRG350456
2014-07-04	2014-07-07	150	8	EEY637136
2014-07-04	2014-07-07	24	17	PGM004193
2014-07-04	2014-07-09	136	0	XZF290419
2014-07-04	2014-07-08	145	0	HPF643893
2014-07-04	2014-07-08	40	0	WFF568681
2014-07-04	2014-07-07	47	0	ZCI939277
2014-07-04	2014-07-07	144	0	MMF445585
2014-07-04	2014-07-07	111	0	JYH775708
2014-07-04	2014-07-07	6	0	MFM711138
2014-07-04	2014-07-06	27	0	PCW522886
2014-07-04	2014-07-06	137	0	XGE642874
2014-07-07	2014-07-10	21	17	KSM019871
2014-07-07	2014-07-14	11	0	RBH136399
2014-07-07	2014-07-14	54	0	ZYE234626
2014-07-07	2014-07-14	128	0	MBX489476
2014-07-07	2014-07-13	8	0	FEO179628
2014-07-07	2014-07-13	101	0	NOE813979
2014-07-07	2014-07-13	19	0	HEW466502
2014-07-07	2014-07-10	147	0	KMK327635
2014-07-07	2014-07-09	28	0	BCX702407
2014-07-07	2014-07-08	49	0	HLM775151
2014-07-07	2014-07-08	82	0	KXX308973
2014-07-08	2014-07-10	39	21	GXX674775
2014-07-08	2014-07-14	84	0	KFE036093
2014-07-08	2014-07-14	105	0	DMW991569
2014-07-08	2014-07-13	66	0	WMM804400
2014-07-08	2014-07-13	78	0	XCF570352
2014-07-08	2014-07-13	129	0	IDB194295
2014-07-08	2014-07-13	135	0	DCZ517751
2014-07-08	2014-07-10	42	0	QFF750837
2014-07-08	2014-07-10	30	0	XBM651727
2014-07-08	2014-07-10	36	0	MHF628877
2014-07-08	2014-07-09	7	0	GII143745
2014-07-09	2014-07-14	38	0	FXX147728
2014-07-09	2014-07-14	75	0	MZK158436
2014-07-09	2014-07-14	44	0	XGX859341
2014-07-09	2014-07-14	59	0	XKK812891
2014-07-09	2014-07-13	124	0	FFJ053010
2014-07-09	2014-07-13	139	0	NGB567808
2014-07-09	2014-07-13	92	0	GXF954862
2014-07-09	2014-07-13	132	0	BHS136884
2014-07-09	2014-07-13	141	0	XHX344523
2014-07-09	2014-07-13	151	0	XCF719247
2014-07-09	2014-07-13	109	0	JIH820284
2014-07-09	2014-07-10	96	0	XOX131247
2014-07-10	2014-07-14	97	20	ZXH023644
2014-07-10	2014-07-15	114	0	GCI087836
2014-07-10	2014-07-14	94	0	HFH678783
2014-07-10	2014-07-14	130	0	HAS901896
2014-07-10	2014-07-14	119	0	CGC789516
2014-07-10	2014-07-14	64	0	MSF953808
2014-07-10	2014-07-14	38	0	ZYG525573
2014-07-10	2014-07-14	26	0	MHX571636
2014-07-10	2014-07-13	4	0	XJX541573
2014-07-10	2014-07-13	115	0	XMJ038793
2014-07-10	2014-07-13	108	0	GCH599398
2014-07-10	2014-07-13	45	0	EKY514237
2014-07-11	2014-07-15	23	19	HBK153245
2014-07-11	2014-07-16	102	0	FWG265545
2014-07-11	2014-07-16	50	0	MBC070185
2014-07-11	2014-07-16	143	0	HXF755189
2014-07-11	2014-07-16	46	0	MNM076327
2014-07-11	2014-07-15	5	0	XBF361313
2014-07-11	2014-07-14	52	0	ICM813350
2014-07-11	2014-07-14	56	0	ZHF767735
2014-07-11	2014-07-14	87	0	FPX824139
2014-07-11	2014-07-14	33	0	CCP576137
2014-07-11	2014-07-14	118	0	UMG290515
2014-07-11	2014-07-13	134	0	BXO888464
2014-07-14	2014-07-21	22	18	DGH772231
2014-07-14	2014-07-21	99	6	MYX375572
2014-07-14	2014-07-21	79	0	SFF855244
2014-07-14	2014-07-21	20	0	MCE408943
2014-07-14	2014-07-21	16	0	NXK787354
2014-07-14	2014-07-21	138	0	CBW429835
2014-07-14	2014-07-17	104	0	GGE508548
2014-07-14	2014-07-17	10	0	JJX760543
2014-07-14	2014-07-16	34	0	HCZ886123
2014-07-14	2014-07-15	13	0	ZCF285120
2014-07-14	2014-07-15	53	0	ACB811269
2014-07-14	2014-07-15	61	0	FCF935526
2014-07-15	2014-07-16	23	19	SXS140387
2014-07-15	2014-07-17	98	17	XMH177135
2014-07-15	2014-07-21	1	0	CEK312592
2014-07-15	2014-07-21	58	0	OKD489918
2014-07-15	2014-07-20	14	0	GMI858089
2014-07-15	2014-07-20	88	0	HFX103588
2014-07-15	2014-07-20	73	0	MXW506934
2014-07-15	2014-07-17	107	0	MFM855881
2014-07-15	2014-07-17	95	0	CHX618010
2014-07-15	2014-07-17	12	0	ZGE681251
2014-07-15	2014-07-16	5	0	ZMX455088
2014-07-15	2014-07-16	19	0	KWC237093
2014-07-16	2014-07-20	133	12	ZXX534740
2014-07-16	2014-07-21	125	0	FFL114797
2014-07-16	2014-07-21	88	0	HMD727112
2014-07-16	2014-07-21	43	0	XXC802310
2014-07-16	2014-07-21	128	0	FCH735355
2014-07-16	2014-07-20	72	0	JBO141941
2014-07-16	2014-07-20	26	0	ZBI960720
2014-07-16	2014-07-20	134	0	MXR132363
2014-07-16	2014-07-20	110	0	PMC418000
2014-07-16	2014-07-20	111	0	FIM292543
2014-07-16	2014-07-20	57	0	MFC833799
2014-07-16	2014-07-17	48	0	MMK947859
2014-07-16	2014-07-17	139	0	EMM742995
2014-07-17	2014-07-22	99	20	RFX661835
2014-07-17	2014-07-21	68	17	YFS160040
2014-07-17	2014-07-22	97	9	RZF689949
2014-07-17	2014-07-22	85	0	OEF945742
2014-07-17	2014-07-22	28	0	MXH792453
2014-07-17	2014-07-22	151	0	ZFO175207
2014-07-17	2014-07-22	95	0	MMX224447
2014-07-17	2014-07-21	13	0	XGR205764
2014-07-17	2014-07-21	29	0	CMC554116
2014-07-17	2014-07-21	44	0	XMM540888
2014-07-17	2014-07-21	41	0	FFH696383
2014-07-17	2014-07-20	145	0	HME761089
2014-07-17	2014-07-20	38	0	FCC372430
2014-07-17	2014-07-20	87	0	CXG740402
2014-07-17	2014-07-20	60	0	KFM749647
2014-07-17	2014-07-20	82	0	IXX295253
2014-07-18	2014-07-20	39	18	DCM626706
2014-07-18	2014-07-23	129	0	GFF123127
2014-07-18	2014-07-23	61	0	ZDZ112678
2014-07-18	2014-07-23	140	0	HBI678676
2014-07-18	2014-07-23	121	0	EHH958994
2014-07-18	2014-07-22	116	0	FFB832491
2014-07-18	2014-07-22	63	0	BFK917427
2014-07-18	2014-07-21	141	0	CFX781138
2014-07-18	2014-07-21	66	0	JBM565848
2014-07-18	2014-07-21	16	0	GFM038105
2014-07-18	2014-07-21	144	0	SDX298940
2014-07-18	2014-07-20	127	0	HGG932357
2014-07-18	2014-07-20	112	0	SJD118927
2014-07-21	2014-07-28	47	0	FCF749666
2014-07-21	2014-07-28	34	0	MMK349556
2014-07-21	2014-07-28	94	0	FWF947156
2014-07-21	2014-07-27	93	0	OXX349224
2014-07-21	2014-07-24	31	0	JXL806076
2014-07-21	2014-07-24	12	0	FBX413700
2014-07-21	2014-07-24	136	0	BXC704928
2014-07-21	2014-07-23	53	0	CCW108120
2014-07-21	2014-07-23	106	0	MYR183746
2014-07-21	2014-07-22	59	0	FBK109264
2014-07-21	2014-07-22	49	0	MMK555315
2014-07-21	2014-07-22	64	0	IZF918897
2014-07-21	2014-07-22	84	0	DXC121945
2014-07-22	2014-07-24	23	7	FMC145256
2014-07-22	2014-07-24	98	6	IXF805724
2014-07-22	2014-07-28	1	0	FSX170398
2014-07-22	2014-07-28	58	0	DKD834085
2014-07-22	2014-07-27	14	0	MGX142808
2014-07-22	2014-07-27	88	0	FFC222192
2014-07-22	2014-07-27	73	0	FWX604941
2014-07-22	2014-07-27	107	0	BCB381066
2014-07-22	2014-07-27	95	0	FDX478639
2014-07-22	2014-07-24	12	0	FHF788127
2014-07-22	2014-07-23	5	0	BBF296585
2014-07-22	2014-07-23	19	0	MGH916913
2014-07-22	2014-07-23	125	0	CHC249985
2014-07-23	2014-07-27	133	7	ECU066655
2014-07-23	2014-07-24	97	10	MMH233979
2014-07-23	2014-07-28	88	0	ENI231160
2014-07-23	2014-07-28	43	0	XMB081377
2014-07-23	2014-07-28	128	0	RBE662266
2014-07-23	2014-07-28	72	0	GXM268089
2014-07-23	2014-07-27	26	0	DFF804625
2014-07-23	2014-07-27	134	0	XXK256690
2014-07-23	2014-07-27	110	0	IYF176904
2014-07-23	2014-07-27	111	0	CJZ705725
2014-07-23	2014-07-27	57	0	MFX740663
2014-07-23	2014-07-27	48	0	MXM237500
2014-07-23	2014-07-24	139	0	UGO387260
2014-07-24	2014-07-28	68	14	EGE694638
2014-07-24	2014-07-28	99	5	XGB119755
2014-07-24	2014-07-29	149	0	BJM068213
2014-07-24	2014-07-29	85	0	ZXE018074
2014-07-24	2014-07-28	59	0	FKC125485
2014-07-24	2014-07-28	110	0	GXM955242
2014-07-24	2014-07-28	35	0	CXX077684
2014-07-24	2014-07-28	119	0	CMF984792
2014-07-24	2014-07-27	88	0	XYF701219
2014-07-24	2014-07-27	83	0	MPE992283
2014-07-24	2014-07-27	140	0	MXM513477
2014-07-24	2014-07-27	63	0	ZIB392721
2014-07-25	2014-07-28	18	12	XBG909473
2014-07-25	2014-07-27	67	6	FHC703022
2014-07-25	2014-07-30	7	0	MKZ835182
2014-07-25	2014-07-30	37	0	CDH509475
2014-07-25	2014-07-29	36	0	IXB165877
2014-07-25	2014-07-28	72	0	BKW119556
2014-07-25	2014-07-28	149	0	FJG009393
2014-07-25	2014-07-28	54	0	KYX618206
2014-07-25	2014-07-28	38	0	GAY636085
2014-07-25	2014-07-28	116	0	FBM351692
2014-07-25	2014-07-27	92	0	FXG655736
2014-07-25	2014-07-27	56	0	YMF426838
2014-07-28	2014-08-04	97	17	XFZ686214
2014-07-28	2014-07-31	133	18	GAH921436
2014-07-28	2014-08-03	38	0	CFW553114
2014-07-28	2014-08-03	50	0	ODW631595
2014-07-28	2014-08-03	4	0	FGR446888
2014-07-28	2014-08-03	80	0	KFE449642
2014-07-28	2014-07-31	78	0	LXC708902
2014-07-28	2014-07-31	62	0	EKS179003
2014-07-28	2014-07-30	14	0	WKM859734
2014-07-28	2014-07-30	104	0	DFM229388
2014-07-28	2014-07-30	44	0	XCF542896
2014-07-28	2014-07-29	90	0	KXZ515173
2014-07-29	2014-07-31	133	8	CUG492647
2014-07-29	2014-08-04	144	0	CIZ661291
2014-07-29	2014-08-04	44	0	BXC812814
2014-07-29	2014-08-03	114	0	EGL641512
2014-07-29	2014-08-03	139	0	JMM922338
2014-07-29	2014-08-03	142	0	GXX471316
2014-07-29	2014-08-03	117	0	XMZ252380
2014-07-29	2014-08-03	7	0	HBX032095
2014-07-29	2014-08-03	53	0	MMU043274
2014-07-29	2014-07-31	73	0	HGX164010
2014-07-29	2014-07-30	121	0	ZFI897655
2014-07-29	2014-07-30	94	0	UGN553675
2014-07-30	2014-08-03	97	18	JFH729672
2014-07-30	2014-08-04	96	0	GFB797278
2014-07-30	2014-08-04	145	0	HGM826928
2014-07-30	2014-08-04	106	0	MFG868939
2014-07-30	2014-08-03	17	0	FDX190719
2014-07-30	2014-08-03	123	0	ELK856570
2014-07-30	2014-08-03	48	0	GXR431691
2014-07-30	2014-08-03	51	0	XXG462354
2014-07-30	2014-08-03	34	0	JCK343973
2014-07-30	2014-07-31	35	0	CDB507321
2014-07-30	2014-07-31	110	0	ILX701668
2014-07-30	2014-07-31	56	0	FJX787153
2014-07-31	2014-08-05	23	16	ECX458349
2014-07-31	2014-08-05	69	0	KMF531103
2014-07-31	2014-08-04	91	0	FIG045716
2014-07-31	2014-08-04	15	0	DMG843925
2014-07-31	2014-08-04	27	0	FFW198543
